q1,q2,q3,q6,q4,q5,q17,q18,q20,q22,q23,q24,q25,q26,q27,q28,q29,q30,q33,q40,q41,q42,q56,q57,q58,q53,q54,q16,weight,stratum,psu
16 years old,Male,Class 9,Never,1.48,47,0 times,Not seriously injured,0 days,Always,Never,No,No,0 times,1,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Always,Always,5,0 days,Always,0 times,455.9779,201501008,16
15 years old,Female,Class 9,Never,1.55,54,0 times,Not seriously injured,0 days,Most of the time,Never,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,NA,Always,5,0 days,Always,0 times,358.6528,201501008,16
17 years old,Female,Class 9,Most of the time,1.4,38,1 time,Not seriously injured,0 days,Never,Sometimes,No,Yes,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Always,Always,3,0 days,Always,0 times,358.6528,201501008,16
15 years old,Female,Class 8,NA,1.44,46,NA,NA,0 days,Most of the time,Never,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Rarely,Never,5,NA,Never,0 times,443.1887,201501008,15
11 years old or younger,Female,Class 8,NA,1.4,35,NA,NA,0 days,Most of the time,Never,No,No,0 times,2,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Always,Always,5,10 or more days,Never,0 times,443.1887,201501008,15
15 years old,Female,Class 8,Sometimes,1.52,50,4 or 5 times,Not seriously injured,NA,Sometimes,Sometimes,No,No,0 times,1,I have never smoked cigarettes,0 days,0 days,Neither,7 years old or younger,0 times,0 times,Sometimes,Rarely,5,1 or 2 days,Always,1 time,443.1887,201501008,15
11 years old or younger,Female,Class 8,Sometimes,1.31,40,1 time,Not seriously injured,20 to 29 days,Never,Never,No,No,0 times,1,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Sometimes,Sometimes,5,0 days,Always,8 or 9 times,443.1887,201501008,15
14 years old,Male,Class 8,Never,1.5,47,1 time,Not seriously injured,NA,Sometimes,Sometimes,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Sometimes,Never,3,1 or 2 days,Most of the time,0 times,475.413,201501008,15
15 years old,Male,Class 8,Never,1.42,46,10 or 11 times,I had a cut or stab wound,3 to 5 days,Sometimes,Sometimes,No,No,0 times,2,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Always,Sometimes,5,0 days,Always,0 times,475.413,201501008,15
12 years old,Male,Class 8,Sometimes,NA,NA,1 time,I had a cut or stab wound,3 to 5 days,Sometimes,Sometimes,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Most of the time,Most of the time,5,1 or 2 days,Sometimes,0 times,475.413,201501008,15
17 years old,Male,Class 8,Sometimes,1.6,52,4 or 5 times,Broken bone/dislocated joint,0 days,Sometimes,Rarely,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,I do not know,I have never used drugs,0 times,0 times,Always,Always,5,0 days,Always,2 or 3 times,475.413,201501008,15
15 years old,Female,Class 8,Never,1.34,38,4 or 5 times,I had a cut or stab wound,1 or 2 days,Never,Sometimes,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,Both,I have never used drugs,0 times,0 times,Always,Always,1,0 days,Most of the time,2 or 3 times,443.1887,201501008,15
12 years old,Female,Class 8,Sometimes,NA,NA,4 or 5 times,I had a cut or stab wound,3 to 5 days,Sometimes,Never,Yes,Yes,1 time,0,NA,NA,1 or 2 days,My father or male guardian,I have never used drugs,0 times,0 times,Sometimes,Sometimes,3,0 days,Sometimes,2 or 3 times,443.1887,201501008,15
14 years old,Male,Class 8,Never,1.5,44,0 times,Not seriously injured,0 days,Sometimes,Sometimes,No,Yes,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Sometimes,Always,5,0 days,Sometimes,0 times,475.413,201501008,15
13 years old,Male,Class 8,Sometimes,1.38,43,NA,NA,6 to 9 days,Most of the time,Sometimes,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Rarely,Sometimes,3,0 days,Sometimes,2 or 3 times,475.413,201501008,15
12 years old,Male,Class 8,Never,NA,NA,2 or 3 times,I had a cut or stab wound,10 to 19 days,Sometimes,Sometimes,No,No,1 time,0,I have never smoked cigarettes,0 days,0 days,My father or male guardian,I have never used drugs,0 times,0 times,Always,Most of the time,3,0 days,Always,2 or 3 times,475.413,201501008,15
13 years old,Male,Class 8,Never,1.51,44,6 or 7 times,Something else happened to me,1 or 2 days,Never,Sometimes,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,I do not know,I have never used drugs,0 times,0 times,Always,Always,5,0 days,Always,0 times,475.413,201501008,15
14 years old,Female,Class 8,Sometimes,1.51,47,6 or 7 times,Not seriously injured,0 days,Rarely,Rarely,Yes,No,6 or more times,NA,7 years old or younger,1 or 2 days,0 days,Neither,I have never used drugs,0 times,0 times,NA,Most of the time,1,0 days,Never,1 time,443.1887,201501008,15
13 years old,Female,Class 8,Sometimes,1.46,41,4 or 5 times,I had a cut or stab wound,All 30 days,Rarely,Sometimes,Yes,Yes,4 or 5 times,3 or more,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Most of the time,Most of the time,4,1 or 2 days,Sometimes,4 or 5 times,443.1887,201501008,15
16 years old,Male,Class 8,Never,1.48,43,1 time,I had a cut or stab wound,3 to 5 days,Most of the time,Most of the time,No,No,0 times,3 or more,12 or 13 years old,6 to 9 days,0 days,Both,10 or 11 years old,0 times,0 times,Most of the time,Rarely,4,10 or more days,Sometimes,0 times,475.413,201501008,15
14 years old,Male,Class 8,NA,1.47,49,1 time,Broken bone/dislocated joint,0 days,Sometimes,Never,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Most of the time,Never,3,10 or more days,Most of the time,0 times,475.413,201501008,15
13 years old,Male,Class 8,Never,1.39,40,1 time,Something else happened to me,10 to 19 days,Never,Rarely,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Always,Always,1,0 days,Always,0 times,475.413,201501008,15
14 years old,Male,Class 8,Never,1.5,48,1 time,I had a cut or stab wound,1 or 2 days,Never,Rarely,Yes,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,My father or male guardian,I have never used drugs,0 times,0 times,Sometimes,Sometimes,4,0 days,Always,1 time,475.413,201501008,15
14 years old,Male,Class 8,Never,1.53,46,1 time,I had a cut or stab wound,1 or 2 days,Sometimes,Rarely,Yes,No,0 times,3 or more,7 years old or younger,0 days,0 days,My father or male guardian,I have never used drugs,0 times,0 times,Most of the time,Never,3,0 days,Sometimes,1 time,475.413,201501008,15
12 years old,Male,Class 8,Never,1.46,42,1 time,I had a cut or stab wound,NA,Never,Sometimes,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Rarely,Sometimes,3,0 days,Sometimes,4 or 5 times,475.413,201501008,15
12 years old,Female,Class 8,Never,1.47,40,1 time,I had a cut or stab wound,0 days,Never,Never,No,No,0 times,2,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Always,Always,5,1 or 2 days,Most of the time,0 times,443.1887,201501008,15
13 years old,Female,Class 8,Sometimes,1.52,45,4 or 5 times,I had a cut or stab wound,All 30 days,Never,Sometimes,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,Both,I have never used drugs,0 times,0 times,Most of the time,Sometimes,3,0 days,Sometimes,2 or 3 times,443.1887,201501008,15
16 years old,Female,Class 9,Never,NA,NA,1 time,Broken bone/dislocated joint,NA,NA,Never,No,No,0 times,2,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Rarely,Most of the time,3,1 or 2 days,Most of the time,0 times,331.0641,201501008,15
15 years old,Female,Class 9,Sometimes,1.38,36,2 or 3 times,I had a cut or stab wound,0 days,Never,Sometimes,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Most of the time,Always,3,0 days,Always,0 times,331.0641,201501008,15
15 years old,Male,Class 9,Never,1.68,48,1 time,I had a cut or stab wound,0 days,Always,Never,No,No,0 times,2,I have never smoked cigarettes,0 days,0 days,My father or male guardian,I have never used drugs,0 times,0 times,Sometimes,Most of the time,3,0 days,Most of the time,0 times,420.9027,201501008,15
14 years old,Female,Class 9,Never,1.4,39,0 times,Not seriously injured,0 days,Sometimes,Never,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Always,Most of the time,1,0 days,Always,0 times,331.0641,201501008,15
13 years old,Female,Class 9,Never,1.55,41,1 time,I had a cut or stab wound,0 days,Never,Never,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Sometimes,Never,5,0 days,Never,0 times,331.0641,201501008,15
16 years old,Female,Class 9,Never,1.45,44,NA,Not seriously injured,3 to 5 days,Never,Never,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,My father or male guardian,I have never used drugs,0 times,0 times,Most of the time,Rarely,4,0 days,Rarely,0 times,331.0641,201501008,15
15 years old,Female,Class 9,Sometimes,1.48,44,2 or 3 times,I had a cut or stab wound,1 or 2 days,Sometimes,Sometimes,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,My father or male guardian,I have never used drugs,0 times,0 times,Sometimes,Most of the time,3,3 to 5 days,Most of the time,2 or 3 times,331.0641,201501008,15
15 years old,Female,Class 9,Never,1.65,44,2 or 3 times,Something else happened to me,6 to 9 days,Never,Rarely,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,I do not know,I have never used drugs,0 times,0 times,Sometimes,Most of the time,3,3 to 5 days,Most of the time,0 times,331.0641,201501008,15
15 years old,Female,Class 9,Sometimes,1.52,40,0 times,Not seriously injured,0 days,Sometimes,Most of the time,Yes,Yes,1 time,3 or more,8 or 9 years old,1 or 2 days,0 days,My father or male guardian,I have never used drugs,0 times,0 times,Most of the time,Always,3,1 or 2 days,Always,1 time,331.0641,201501008,15
13 years old,Female,Class 9,Never,1.49,39,2 or 3 times,Something else happened to me,10 to 19 days,Rarely,Rarely,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,I do not know,I have never used drugs,0 times,0 times,Sometimes,Most of the time,3,3 to 5 days,Most of the time,0 times,331.0641,201501008,15
15 years old,Female,Class 9,Never,1.5,35,2 or 3 times,I had a bad burn,20 to 29 days,Never,Sometimes,Yes,Yes,2 or 3 times,3 or more,I have never smoked cigarettes,0 days,0 days,I do not know,I have never used drugs,0 times,0 times,Rarely,Sometimes,3,1 or 2 days,Sometimes,2 or 3 times,331.0641,201501008,15
15 years old,Female,Class 9,Sometimes,1.44,43,2 or 3 times,I had a cut or stab wound,1 or 2 days,Never,Sometimes,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,My father or male guardian,I have never used drugs,0 times,0 times,Sometimes,Sometimes,3,3 to 5 days,Sometimes,0 times,331.0641,201501008,15
13 years old,Female,Class 9,Never,1.5,39,1 time,I had a cut or stab wound,0 days,Rarely,Never,No,No,0 times,2,I have never smoked cigarettes,0 days,0 days,Both,I have never used drugs,0 times,0 times,Always,Never,4,1 or 2 days,NA,1 time,331.0641,201501008,15
16 years old,Female,Class 9,Never,1.51,44,2 or 3 times,Something else happened to me,3 to 5 days,Sometimes,Sometimes,No,Yes,2 or 3 times,3 or more,I have never smoked cigarettes,0 days,0 days,Both,I have never used drugs,0 times,0 times,Sometimes,Most of the time,5,1 or 2 days,Most of the time,0 times,331.0641,201501008,15
16 years old,Female,Class 9,Never,1.49,39,0 times,Not seriously injured,0 days,Never,Rarely,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Rarely,Most of the time,4,0 days,Always,0 times,331.0641,201501008,15
14 years old,Female,Class 9,Never,1.41,36,0 times,Not seriously injured,0 days,Never,Never,No,No,0 times,2,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Sometimes,Most of the time,2,0 days,Most of the time,2 or 3 times,331.0641,201501008,15
16 years old,Female,Class 9,Sometimes,1.43,35,1 time,I had a cut or stab wound,NA,Sometimes,Sometimes,Yes,Yes,6 or more times,2,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Sometimes,Sometimes,3,0 days,NA,0 times,331.0641,201501008,15
15 years old,Female,Class 9,Never,1.63,44,NA,NA,0 days,Never,Sometimes,Yes,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,My father or male guardian,I have never used drugs,0 times,0 times,Most of the time,Most of the time,4,1 or 2 days,Always,0 times,331.0641,201501008,15
15 years old,Male,Class 9,Sometimes,1.6,43,1 time,I had a cut or stab wound,1 or 2 days,Most of the time,Sometimes,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,My father or male guardian,I have never used drugs,0 times,0 times,Most of the time,Sometimes,2,1 or 2 days,Rarely,1 time,420.9027,201501008,15
16 years old,Female,Class 9,Never,1.5,41,NA,NA,1 or 2 days,Sometimes,Never,No,No,2 or 3 times,3 or more,I have never smoked cigarettes,0 days,0 days,Both,NA,NA,NA,Sometimes,Sometimes,3,1 or 2 days,Always,2 or 3 times,331.0641,201501008,15
15 years old,Female,Class 9,Never,1.65,49,0 times,Not seriously injured,0 days,Never,Rarely,No,No,0 times,NA,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Always,Always,4,10 or more days,Most of the time,2 or 3 times,331.0641,201501008,15
15 years old,Female,Class 9,Never,1.52,45,4 or 5 times,Broken bone/dislocated joint,0 days,Never,Never,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,I do not know,I have never used drugs,0 times,0 times,Sometimes,Always,3,1 or 2 days,Always,0 times,331.0641,201501008,15
14 years old,Female,Class 9,Never,1.51,40,2 or 3 times,Something else happened to me,0 days,Never,Never,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Sometimes,Most of the time,3,1 or 2 days,Always,0 times,331.0641,201501008,15
15 years old,Male,Class 9,Sometimes,1.87,57,2 or 3 times,I had a cut or stab wound,3 to 5 days,Sometimes,Sometimes,No,No,0 times,1,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Most of the time,Most of the time,4,0 days,Sometimes,0 times,420.9027,201501008,15
15 years old,Male,Class 9,Sometimes,1.5,36,4 or 5 times,I had a cut or stab wound,6 to 9 days,Sometimes,Sometimes,No,No,0 times,0,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Most of the time,Most of the time,4,0 days,Sometimes,1 time,420.9027,201501008,15
11 years old or younger,NA,Class 9,Rarely,NA,NA,6 or 7 times,Not seriously injured,1 or 2 days,Always,Never,Yes,Yes,0 times,0,7 years old or younger,10 to 19 days,6 to 9 days,My mother or female guardian,I have never used drugs,0 times,0 times,Always,Never,1,NA,Rarely,2 or 3 times,420.9027,201501008,15
13 years old,Female,Class 9,Never,1.63,48,1 time,I had a cut or stab wound,0 days,Never,Never,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Always,Always,NA,0 days,Always,0 times,331.0641,201501008,15
16 years old,Male,Class 9,Never,1.72,55,1 time,I had a cut or stab wound,0 days,Always,Never,No,No,0 times,2,I have never smoked cigarettes,0 days,0 days,My father or male guardian,I have never used drugs,0 times,0 times,Sometimes,Most of the time,3,0 days,Most of the time,0 times,420.9027,201501008,15
18 years old or older,Male,Class 9,Rarely,1.62,47,NA,NA,NA,NA,Rarely,NA,NA,2 or 3 times,NA,7 years old or younger,20 to 29 days,3 to 5 days,Neither,8 or 9 years old,0 times,0 times,Always,Rarely,4,10 or more days,Rarely,0 times,420.9027,201501008,15
16 years old,Male,Class 9,Never,1.67,50,1 time,I had a cut or stab wound,1 or 2 days,Never,Never,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Most of the time,Most of the time,5,0 days,Always,0 times,420.9027,201501008,15
13 years old,Female,Class 9,Never,1.44,31,0 times,Not seriously injured,0 days,Sometimes,Never,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,My father or male guardian,I have never used drugs,0 times,0 times,Most of the time,Most of the time,1,0 days,Most of the time,2 or 3 times,331.0641,201501008,15
15 years old,Female,Class 9,Sometimes,1.59,55,NA,NA,NA,NA,Sometimes,NA,Yes,0 times,1,I have never smoked cigarettes,0 days,0 days,My mother or female guardian,I have never used drugs,0 times,0 times,Always,Always,5,1 or 2 days,Always,2 or 3 times,331.0641,201501008,15
15 years old,Male,Class 10,Sometimes,1.49,32,0 times,Not seriously injured,1 or 2 days,Rarely,Rarely,No,No,0 times,2,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Sometimes,Rarely,1,0 days,Rarely,2 or 3 times,445.43,201501008,15
15 years old,Male,Class 10,Sometimes,1.57,45,0 times,Not seriously injured,1 or 2 days,Never,Sometimes,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Sometimes,Most of the time,3,0 days,Sometimes,1 time,445.43,201501008,15
14 years old,Female,NA,Never,1.42,52,1 time,I had a cut or stab wound,1 or 2 days,Never,Rarely,No,No,2 or 3 times,3 or more,I have never smoked cigarettes,0 days,0 days,My father or male guardian,I have never used drugs,0 times,0 times,Most of the time,Sometimes,3,1 or 2 days,Always,2 or 3 times,402.1255,201501008,15
16 years old,Female,Class 10,Never,1.45,44,0 times,Not seriously injured,NA,Never,Rarely,No,No,0 times,1,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Most of the time,Most of the time,3,1 or 2 days,Always,0 times,402.1255,201501008,15
14 years old,Female,Class 10,Never,1.54,51,1 time,Something else happened to me,1 or 2 days,Sometimes,Never,No,No,0 times,1,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Sometimes,Most of the time,4,0 days,Sometimes,0 times,402.1255,201501008,15
17 years old,Male,Class 10,Sometimes,1.54,46,0 times,Not seriously injured,0 days,Sometimes,Sometimes,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,I do not know,7 years old or younger,0 times,0 times,Always,Sometimes,3,0 days,Always,2 or 3 times,445.43,201501008,15
14 years old,NA,NA,Sometimes,NA,NA,1 time,I had a cut or stab wound,1 or 2 days,Most of the time,Sometimes,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Most of the time,Most of the time,5,1 or 2 days,Most of the time,0 times,402.1255,201501008,15
15 years old,Female,Class 10,Sometimes,1.48,43,2 or 3 times,Something else happened to me,1 or 2 days,Sometimes,Sometimes,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Most of the time,Most of the time,5,1 or 2 days,Most of the time,2 or 3 times,402.1255,201501008,15
15 years old,Female,Class 10,Sometimes,1.56,45,NA,Not seriously injured,NA,Sometimes,Never,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Always,Sometimes,3,0 days,Always,0 times,402.1255,201501008,15
15 years old,Female,Class 10,Never,1.5,40,1 time,Something else happened to me,1 or 2 days,Sometimes,Most of the time,Yes,Yes,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Always,Always,5,0 days,Sometimes,2 or 3 times,402.1255,201501008,15
15 years old,Female,Class 10,Never,1.48,42,NA,Not seriously injured,0 days,Sometimes,Sometimes,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Always,Always,5,0 days,Sometimes,0 times,402.1255,201501008,15
16 years old,Female,Class 10,Sometimes,1.45,47,1 time,Concussion/head injury,3 to 5 days,Sometimes,Rarely,Yes,Yes,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,My father or male guardian,NA,NA,NA,Most of the time,Most of the time,3,1 or 2 days,Always,2 or 3 times,402.1255,201501008,15
16 years old,Female,Class 10,Never,1.49,46,0 times,Not seriously injured,0 days,Never,Sometimes,No,No,0 times,0,I have never smoked cigarettes,0 days,0 days,My father or male guardian,I have never used drugs,0 times,0 times,Most of the time,Always,NA,1 or 2 days,Always,0 times,402.1255,201501008,15
14 years old,Female,Class 10,Sometimes,1.48,48,2 or 3 times,I had a cut or stab wound,0 days,Sometimes,Sometimes,No,No,0 times,1,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Sometimes,Sometimes,3,0 days,Rarely,2 or 3 times,402.1255,201501008,15
15 years old,Female,Class 10,Never,1.42,38,0 times,Not seriously injured,1 or 2 days,Rarely,Never,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,Neither,NA,NA,NA,Rarely,Sometimes,1,0 days,Never,8 or 9 times,402.1255,201501008,15
14 years old,NA,NA,Sometimes,NA,NA,2 or 3 times,I had a cut or stab wound,1 or 2 days,Rarely,Sometimes,Yes,Yes,1 time,1,I have never smoked cigarettes,0 days,0 days,Both,I have never used drugs,0 times,0 times,Most of the time,Always,4,0 days,Never,4 or 5 times,445.43,201501008,15
16 years old,NA,NA,Sometimes,NA,NA,1 time,Not seriously injured,NA,Sometimes,Most of the time,No,Yes,0 times,1,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Never,Never,2,0 days,Always,1 time,445.43,201501008,15
14 years old,Female,Class 10,Sometimes,1.5,40,1 time,Something else happened to me,3 to 5 days,Sometimes,Sometimes,Yes,Yes,1 time,0,7 years old or younger,1 or 2 days,0 days,My father or male guardian,I have never used drugs,0 times,0 times,Never,Sometimes,3,0 days,Sometimes,6 or 7 times,402.1255,201501008,15
15 years old,Female,Class 10,Rarely,1.5,40,0 times,Not seriously injured,0 days,Never,Never,No,NA,0 times,3 or more,I have never smoked cigarettes,NA,0 days,My mother or female guardian,I have never used drugs,0 times,0 times,Most of the time,Most of the time,3,0 days,Sometimes,6 or 7 times,402.1255,201501008,15
14 years old,Male,Class 10,Never,1.55,49,4 or 5 times,I had a cut or stab wound,3 to 5 days,Sometimes,Rarely,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,My mother or female guardian,I have never used drugs,0 times,0 times,Rarely,Never,1,0 days,Sometimes,4 or 5 times,445.43,201501008,15
14 years old,Male,Class 10,Never,1.54,49,1 time,I had a cut or stab wound,3 to 5 days,Never,Never,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Sometimes,Always,5,0 days,Sometimes,4 or 5 times,445.43,201501008,15
13 years old,Male,Class 7,Sometimes,1.39,39,NA,NA,0 days,Never,Never,No,No,0 times,0,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Most of the time,Always,3,0 days,Always,0 times,528.0114,201501007,14
12 years old,Male,Class 7,Sometimes,1.4,36,4 or 5 times,I had a cut or stab wound,1 or 2 days,Never,Never,No,No,0 times,1,I have never smoked cigarettes,0 days,0 days,My mother or female guardian,I have never used drugs,0 times,0 times,Most of the time,Most of the time,3,1 or 2 days,Always,0 times,528.0114,201501007,14
15 years old,Female,Class 7,Never,1.71,57,NA,NA,1 or 2 days,Never,Sometimes,No,No,0 times,2,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Sometimes,Sometimes,3,0 days,Sometimes,0 times,499.5345,201501007,14
16 years old,Male,Class 7,Rarely,1.7,60,0 times,Not seriously injured,3 to 5 days,Never,Sometimes,No,No,0 times,2,I have never smoked cigarettes,0 days,0 days,My father or male guardian,12 or 13 years old,1 or 2 times,0 times,Sometimes,Sometimes,1,NA,Rarely,1 time,528.0114,201501007,14
16 years old,Male,Class 7,Rarely,1.47,40,1 time,Not seriously injured,NA,Rarely,Rarely,Yes,Yes,0 times,0,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Sometimes,Always,NA,10 or more days,Sometimes,6 or 7 times,528.0114,201501007,14
12 years old,Male,Class 7,Never,NA,NA,0 times,Not seriously injured,0 days,Never,Never,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,My father or male guardian,I have never used drugs,0 times,0 times,Sometimes,Sometimes,2,0 days,Sometimes,1 time,528.0114,201501007,14
16 years old,Male,Class 7,Sometimes,1.59,48,2 or 3 times,I had a cut or stab wound,0 days,Sometimes,Sometimes,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Most of the time,Most of the time,4,3 to 5 days,Sometimes,0 times,528.0114,201501007,14
13 years old,Male,Class 7,Sometimes,1.29,30,8 or 9 times,I had a cut or stab wound,NA,Sometimes,Sometimes,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Sometimes,Sometimes,3,0 days,Always,0 times,528.0114,201501007,14
13 years old,Male,Class 7,Never,NA,NA,2 or 3 times,I had a cut or stab wound,1 or 2 days,Never,Never,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,My mother or female guardian,I have never used drugs,0 times,0 times,Sometimes,Sometimes,5,0 days,Always,1 time,528.0114,201501007,14
13 years old,Male,Class 7,Never,NA,NA,0 times,Not seriously injured,0 days,Never,Never,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Always,Always,5,0 days,Always,0 times,528.0114,201501007,14
13 years old,Male,Class 7,Never,NA,NA,1 time,Not seriously injured,0 days,Never,Never,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Rarely,Sometimes,1,0 days,Never,0 times,528.0114,201501007,14
13 years old,Male,Class 7,Never,1.3,30,1 time,Not seriously injured,NA,Never,Rarely,No,Yes,0 times,3 or more,NA,0 days,1 or 2 days,My father or male guardian,I have never used drugs,0 times,0 times,Never,Always,1,0 days,Never,0 times,528.0114,201501007,14
12 years old,Male,Class 7,Sometimes,NA,NA,0 times,Not seriously injured,0 days,Sometimes,Sometimes,No,No,0 times,1,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Sometimes,Never,1,6 to 9 days,Sometimes,0 times,528.0114,201501007,14
13 years old,Male,Class 7,Never,1.27,29,1 time,Not seriously injured,1 or 2 days,Never,Never,Yes,Yes,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Always,Always,1,0 days,Never,0 times,528.0114,201501007,14
15 years old,Female,Class 7,Never,1.65,55,0 times,Not seriously injured,1 or 2 days,Most of the time,Sometimes,NA,Yes,0 times,3 or more,I have never smoked cigarettes,0 days,1 or 2 days,Neither,I have never used drugs,0 times,0 times,Always,Most of the time,5,0 days,Always,1 time,499.5345,201501007,14
13 years old,Male,Class 7,Never,NA,NA,2 or 3 times,Not seriously injured,0 days,Never,Never,No,Yes,0 times,1,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Rarely,Sometimes,3,0 days,Never,0 times,528.0114,201501007,14
