q1,q2,q3,q6,q4,q5,q17,q18,q20,q22,q23,q24,q25,q26,q27,q28,q29,q30,q33,q40,q41,q42,q56,q57,q58,q53,q54,q16,weight,stratum,psu
13 years old,Female,Grade 8,Rarely,1.53,56,10 or 11 times,Something else happened to me,0 days,Sometimes,Sometimes,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,My father or male guardian,I have never used drugs,0 times,0 times,Never,Most of the time,4,6 to 9 days,Always,0 times,2.8577,201401004,32
14 years old,Female,Grade 8,Never,1.61,49,0 times,Not seriously injured,0 days,Sometimes,Rarely,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Rarely,Never,1,0 days,Most of the time,0 times,2.8577,201401004,32
14 years old,Female,Grade 8,Always,1.56,39,0 times,Not seriously injured,10 to 19 days,Rarely,Sometimes,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Never,Never,1,0 days,Always,0 times,2.8577,201401004,32
13 years old,Female,Grade 8,Never,NA,NA,0 times,Not seriously injured,0 days,Sometimes,Rarely,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,My mother or female guardian,I have never used drugs,0 times,0 times,Always,Always,3,3 to 5 days,Most of the time,0 times,2.8577,201401004,32
14 years old,Female,Grade 8,Never,1.45,32,1 time,Something else happened to me,0 days,Never,Rarely,No,No,0 times,2,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Rarely,Always,5,0 days,Always,0 times,2.8577,201401004,32
13 years old,Female,Grade 8,Never,1.51,40,0 times,Not seriously injured,0 days,Rarely,Sometimes,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,My father or male guardian,I have never used drugs,0 times,0 times,Never,Always,1,0 days,Always,0 times,2.8577,201401004,32
14 years old,Female,Grade 8,Sometimes,NA,NA,2 or 3 times,Broken bone/dislocated joint,All 30 days,Most of the time,Most of the time,Yes,Yes,1 time,2,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Rarely,Most of the time,4,0 days,Sometimes,0 times,2.8577,201401004,32
14 years old,Female,Grade 8,Always,1.61,55,1 time,Something else happened to me,0 days,Most of the time,Sometimes,No,No,0 times,1,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Never,Sometimes,1,0 days,Most of the time,0 times,2.8577,201401004,32
14 years old,Female,Grade 8,Never,1.45,42,2 or 3 times,NA,0 days,Rarely,Sometimes,No,Yes,2 or 3 times,3 or more,12 or 13 years old,6 to 9 days,0 days,My father or male guardian,I have never used drugs,0 times,0 times,Never,Never,1,0 days,Most of the time,12 or more times,2.8577,201401004,32
14 years old,Female,Grade 8,Never,1.59,50,NA,NA,0 days,Never,Never,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Always,Always,3,0 days,Always,0 times,2.8577,201401004,32
14 years old,Male,Grade 8,Sometimes,1.62,43,0 times,Not seriously injured,0 days,Never,Never,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Most of the time,Always,3,0 days,Most of the time,0 times,3.3468,201401004,32
14 years old,Male,Grade 8,Never,1.71,68,0 times,Not seriously injured,All 30 days,Sometimes,Sometimes,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Rarely,Most of the time,4,3 to 5 days,Sometimes,6 or 7 times,3.3468,201401004,32
14 years old,Male,Grade 8,Never,1.52,45,1 time,Something else happened to me,0 days,Rarely,Rarely,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,I do not know,I have never used drugs,0 times,0 times,Rarely,Sometimes,1,0 days,Most of the time,0 times,3.3468,201401004,32
14 years old,Male,Grade 8,Rarely,1.6,47,NA,NA,0 days,Sometimes,Never,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Rarely,Most of the time,1,0 days,Always,0 times,3.3468,201401004,32
14 years old,Male,Grade 8,Never,1.6,60,2 or 3 times,I had a cut or stab wound,0 days,Sometimes,Never,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Never,Most of the time,1,1 or 2 days,Most of the time,0 times,3.3468,201401004,32
14 years old,Male,Grade 8,Rarely,1.67,49,1 time,Something else happened to me,0 days,Rarely,Sometimes,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,My father or male guardian,I have never used drugs,0 times,0 times,Never,Most of the time,2,0 days,Always,2 or 3 times,3.3468,201401004,32
14 years old,Male,Grade 8,Never,NA,NA,2 or 3 times,Broken bone/dislocated joint,3 to 5 days,Rarely,Rarely,No,No,1 time,3 or more,12 or 13 years old,6 to 9 days,0 days,My father or male guardian,I have never used drugs,0 times,0 times,Sometimes,Never,1,0 days,Rarely,12 or more times,3.3468,201401004,32
14 years old,Female,Grade 8,Never,1.58,44,0 times,Not seriously injured,0 days,Most of the time,Never,Yes,NA,2 or 3 times,2,7 years old or younger,0 days,0 days,I do not know,I have never used drugs,0 times,0 times,Always,Always,1,0 days,Most of the time,0 times,2.8577,201401004,32
14 years old,Female,Grade 8,Never,1.67,44,0 times,Not seriously injured,0 days,Sometimes,Sometimes,No,No,0 times,2,I have never smoked cigarettes,0 days,0 days,Both,I have never used drugs,0 times,0 times,Never,Never,3,0 days,Always,0 times,2.8577,201401004,32
14 years old,Male,Grade 8,Never,1.63,79,0 times,Not seriously injured,0 days,Sometimes,Never,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Never,Sometimes,1,1 or 2 days,Sometimes,0 times,3.3468,201401004,32
14 years old,Female,Grade 8,Never,1.76,83,NA,NA,0 days,Sometimes,Never,No,Yes,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Rarely,Rarely,3,0 days,Always,1 time,2.8577,201401004,32
15 years old,Female,Grade 9,Never,1.59,49,NA,NA,0 days,Rarely,Sometimes,No,No,0 times,NA,7 years old or younger,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Sometimes,Never,1,1 or 2 days,Never,0 times,5.2789,201401004,33
14 years old,Female,Grade 9,Sometimes,NA,NA,0 times,Not seriously injured,1 or 2 days,Sometimes,Sometimes,No,No,0 times,1,12 or 13 years old,0 days,0 days,My father or male guardian,I have never used drugs,0 times,0 times,Rarely,Never,4,0 days,Sometimes,1 time,5.2789,201401004,33
16 years old,Male,Grade 9,Never,1.67,65,NA,NA,6 to 9 days,Rarely,Sometimes,No,NA,4 or 5 times,1,7 years old or younger,3 to 5 days,3 to 5 days,My father or male guardian,NA,NA,NA,Never,Never,1,3 to 5 days,Rarely,1 time,6.9911,201401004,33
14 years old,Female,Grade 9,Rarely,1.55,35,1 time,Something else happened to me,1 or 2 days,Rarely,Most of the time,Yes,Yes,0 times,2,I have never smoked cigarettes,0 days,0 days,My father or male guardian,I have never used drugs,0 times,0 times,Always,Most of the time,2,1 or 2 days,Most of the time,1 time,5.2789,201401004,33
14 years old,Female,Grade 9,Never,1.62,52,0 times,Not seriously injured,3 to 5 days,Sometimes,Most of the time,No,No,0 times,2,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Never,Always,1,3 to 5 days,Always,0 times,5.2789,201401004,33
15 years old,Male,Grade 9,Never,1.67,57,8 or 9 times,Broken bone/dislocated joint,NA,Sometimes,Never,Yes,Yes,1 time,2,7 years old or younger,0 days,6 to 9 days,Neither,NA,NA,NA,Rarely,NA,1,0 days,Never,2 or 3 times,6.9911,201401004,33
14 years old,Male,Grade 9,Sometimes,1.77,62,1 time,I had a cut or stab wound,1 or 2 days,Never,Never,Yes,Yes,1 time,3 or more,14 or 15 years old,3 to 5 days,0 days,I do not know,I have never used drugs,0 times,0 times,Rarely,Never,1,0 days,Most of the time,6 or 7 times,6.9911,201401004,33
15 years old,Female,Grade 9,Never,1.75,48,NA,NA,0 days,Never,Rarely,No,No,0 times,3 or more,NA,0 days,6 to 9 days,Neither,7 years old or younger,20 or more times,20 or more times,Always,Sometimes,2,0 days,Always,0 times,5.2789,201401004,33
14 years old,Male,Grade 9,Rarely,1.68,45,0 times,Not seriously injured,0 days,Rarely,Rarely,No,No,0 times,3 or more,12 or 13 years old,20 to 29 days,0 days,My father or male guardian,I have never used drugs,0 times,0 times,Rarely,Rarely,2,0 days,Sometimes,2 or 3 times,6.9911,201401004,33
15 years old,Female,Grade 9,Never,1.5,31,0 times,Not seriously injured,0 days,Never,Rarely,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Never,Never,1,0 days,Always,0 times,5.2789,201401004,33
15 years old,Male,Grade 9,Never,1.68,69,1 time,Something else happened to me,1 or 2 days,Rarely,Never,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,My father or male guardian,I have never used drugs,0 times,0 times,Rarely,Rarely,4,0 days,Sometimes,1 time,6.9911,201401004,33
14 years old,Female,Grade 9,Never,1.57,45,2 or 3 times,Not seriously injured,0 days,Never,Rarely,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Rarely,Sometimes,1,0 days,Always,0 times,5.2789,201401004,33
15 years old,Male,Grade 9,Sometimes,1.74,55,0 times,Not seriously injured,0 days,Never,Rarely,No,No,0 times,3 or more,12 or 13 years old,All 30 days,0 days,Neither,I have never used drugs,0 times,0 times,Never,Never,3,0 days,Never,1 time,6.9911,201401004,33
14 years old,Female,Grade 9,Rarely,1.68,59,1 time,I had a gunshot wound,6 to 9 days,Never,Sometimes,NA,Yes,NA,NA,NA,NA,3 to 5 days,Neither,7 years old or younger,3 to 9 times,0 times,Most of the time,NA,4,0 days,Most of the time,8 or 9 times,5.2789,201401004,33
15 years old,Male,Grade 9,Sometimes,1.67,68,0 times,Not seriously injured,0 days,Sometimes,Sometimes,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,My father or male guardian,I have never used drugs,0 times,0 times,Always,Sometimes,3,0 days,Always,2 or 3 times,6.9911,201401004,33
15 years old,Female,Grade 10,Never,1.51,43,0 times,Not seriously injured,0 days,Rarely,Rarely,No,No,0 times,1,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Always,Always,1,0 days,Most of the time,0 times,3.7205,201401004,34
16 years old,Female,Grade 10,Rarely,1.65,66,0 times,Not seriously injured,0 days,Most of the time,Most of the time,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,My father or male guardian,I have never used drugs,0 times,0 times,Never,Never,1,0 days,Always,0 times,3.7205,201401004,34
16 years old,Female,Grade 10,Never,1.62,37,1 time,Something else happened to me,0 days,Sometimes,Sometimes,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,My mother or female guardian,I have never used drugs,0 times,0 times,Sometimes,Most of the time,3,0 days,Always,0 times,3.7205,201401004,34
16 years old,Female,Grade 10,Rarely,1.66,68,0 times,Not seriously injured,0 days,Sometimes,Never,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Always,Always,1,0 days,Sometimes,0 times,3.7205,201401004,34
16 years old,Female,Grade 10,Never,NA,NA,NA,NA,0 days,Most of the time,Sometimes,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,My father or male guardian,I have never used drugs,0 times,0 times,Sometimes,Always,1,3 to 5 days,Most of the time,0 times,3.7205,201401004,34
15 years old,Female,Grade 10,Rarely,1.61,66,NA,NA,1 or 2 days,Most of the time,Always,Yes,Yes,0 times,1,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Never,Never,2,1 or 2 days,Never,0 times,3.7205,201401004,34
15 years old,Male,Grade 10,Sometimes,1.62,60,6 or 7 times,Something else happened to me,1 or 2 days,Most of the time,Sometimes,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Sometimes,Most of the time,1,0 days,Most of the time,0 times,4.6272,201401004,34
16 years old,Male,Grade 10,Never,1.64,55,NA,NA,0 days,Most of the time,Sometimes,Yes,Yes,1 time,1,12 or 13 years old,NA,3 to 5 days,Neither,NA,0 times,0 times,Rarely,Never,4,1 or 2 days,Always,0 times,4.6272,201401004,34
16 years old,Male,Grade 10,Never,1.57,71,0 times,Not seriously injured,All 30 days,Rarely,Most of the time,NA,No,6 or more times,3 or more,NA,NA,0 days,Both,7 years old or younger,1 or 2 times,3 to 9 times,NA,NA,NA,3 to 5 days,NA,0 times,4.6272,201401004,34
15 years old,Male,Grade 10,Never,1.76,71,6 or 7 times,Broken bone/dislocated joint,0 days,Never,Never,No,No,0 times,3 or more,12 or 13 years old,10 to 19 days,10 to 19 days,My father or male guardian,12 or 13 years old,3 to 9 times,0 times,Rarely,Never,2,3 to 5 days,Most of the time,12 or more times,4.6272,201401004,34
16 years old,Male,Grade 10,Rarely,1.75,58,1 time,Something else happened to me,0 days,Never,Rarely,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Sometimes,Rarely,1,0 days,Most of the time,0 times,4.6272,201401004,34
15 years old,Male,Grade 10,Never,1.66,53,1 time,I had a cut or stab wound,0 days,Rarely,Never,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Most of the time,Most of the time,3,1 or 2 days,Most of the time,0 times,4.6272,201401004,34
16 years old,Male,Grade 10,Most of the time,1.73,49,2 or 3 times,I had a cut or stab wound,0 days,Sometimes,Rarely,No,No,0 times,3 or more,12 or 13 years old,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Most of the time,Most of the time,3,1 or 2 days,Most of the time,1 time,4.6272,201401004,34
16 years old,Male,Grade 10,Never,NA,NA,0 times,Not seriously injured,0 days,Rarely,Never,No,No,0 times,3 or more,14 or 15 years old,NA,0 days,My father or male guardian,I have never used drugs,0 times,0 times,Always,Never,2,0 days,Most of the time,0 times,4.6272,201401004,34
15 years old,Male,Grade 10,Never,1.46,34,0 times,Not seriously injured,0 days,Rarely,Never,No,No,0 times,2,I have never smoked cigarettes,0 days,0 days,My father or male guardian,I have never used drugs,0 times,0 times,Always,Sometimes,1,1 or 2 days,Most of the time,2 or 3 times,4.6272,201401004,34
15 years old,Male,Grade 10,Never,1.74,46,0 times,Not seriously injured,10 to 19 days,Rarely,Sometimes,No,Yes,0 times,3 or more,14 or 15 years old,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Rarely,Rarely,2,0 days,Most of the time,0 times,4.6272,201401004,34
16 years old,Male,Grade 10,Never,NA,NA,0 times,Not seriously injured,0 days,Most of the time,Always,No,No,0 times,1,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Rarely,Rarely,2,0 days,Sometimes,6 or 7 times,4.6272,201401004,34
15 years old,Female,Grade 10,Rarely,1.55,45,0 times,Not seriously injured,0 days,Rarely,Rarely,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Most of the time,Most of the time,3,0 days,Most of the time,0 times,3.7205,201401004,34
16 years old,Female,Grade 10,Never,1.78,48,0 times,Not seriously injured,0 days,Rarely,Rarely,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Always,Always,3,10 or more days,Always,0 times,3.7205,201401004,34
16 years old,Male,Grade 10,Never,1.75,60,NA,NA,0 days,Never,Never,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Never,Rarely,4,0 days,Most of the time,0 times,4.6272,201401004,34
16 years old,Male,Grade 10,Rarely,NA,NA,NA,NA,0 days,Rarely,Never,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Most of the time,Sometimes,1,0 days,Most of the time,0 times,4.6272,201401004,34
16 years old,Male,Grade 10,Most of the time,1.67,70,NA,NA,0 days,Never,Rarely,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Sometimes,Most of the time,2,1 or 2 days,Sometimes,2 or 3 times,4.6272,201401004,34
16 years old,Female,Grade 10,Never,1.6,39,12 or more times,Something else happened to me,0 days,Most of the time,Most of the time,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Never,Never,1,0 days,Always,0 times,3.7106,201401004,35
16 years old,Female,Grade 10,Sometimes,1.55,38,0 times,Not seriously injured,0 days,Most of the time,Never,No,No,0 times,1,14 or 15 years old,1 or 2 days,0 days,My father or male guardian,I have never used drugs,0 times,0 times,Rarely,Most of the time,1,1 or 2 days,Rarely,12 or more times,3.7106,201401004,35
16 years old,Male,Grade 10,Rarely,1.73,79,2 or 3 times,Something else happened to me,All 30 days,Most of the time,Rarely,Yes,Yes,2 or 3 times,0,14 or 15 years old,1 or 2 days,0 days,Neither,I have never used drugs,0 times,0 times,Rarely,Sometimes,3,3 to 5 days,Never,0 times,4.6149,201401004,35
16 years old,Female,Grade 10,Never,1.67,57,0 times,Not seriously injured,0 days,Never,Never,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Most of the time,Always,1,0 days,Always,0 times,3.7106,201401004,35
16 years old,Male,Grade 10,Sometimes,NA,NA,NA,Not seriously injured,0 days,Sometimes,Rarely,No,No,1 time,3 or more,12 or 13 years old,3 to 5 days,0 days,Neither,I have never used drugs,0 times,0 times,Most of the time,Rarely,3,3 to 5 days,Sometimes,1 time,4.6149,201401004,35
17 years old,Male,Grade 10,Never,NA,NA,NA,NA,0 days,Never,Never,No,No,0 times,3 or more,7 years old or younger,0 days,0 days,My father or male guardian,I have never used drugs,0 times,0 times,Never,Never,1,0 days,Never,1 time,4.6149,201401004,35
16 years old,Male,Grade 10,Never,1.7,98,0 times,Not seriously injured,0 days,Never,Never,No,No,0 times,3 or more,8 or 9 years old,0 days,0 days,Neither,NA,0 times,0 times,Never,Never,1,0 days,Always,1 time,4.6149,201401004,35
16 years old,Female,Grade 10,Never,1.67,50,0 times,Not seriously injured,0 days,Rarely,Never,No,No,0 times,0,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Always,Always,4,10 or more days,Rarely,0 times,3.7106,201401004,35
16 years old,Female,Grade 10,Sometimes,1.68,55,0 times,Not seriously injured,0 days,Sometimes,Never,No,Yes,4 or 5 times,1,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Always,Always,2,1 or 2 days,Always,0 times,3.7106,201401004,35
16 years old,Female,Grade 10,Never,1.56,56,NA,NA,0 days,Rarely,Never,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Most of the time,Always,1,0 days,Most of the time,0 times,3.7106,201401004,35
16 years old,Male,Grade 10,Most of the time,1.62,40,1 time,Something else happened to me,0 days,Never,Never,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,NA,NA,NA,NA,NA,1 time,4.6149,201401004,35
15 years old,Female,Grade 10,Never,NA,NA,0 times,Not seriously injured,0 days,Rarely,Rarely,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,My father or male guardian,I have never used drugs,0 times,0 times,Most of the time,Always,1,0 days,Most of the time,0 times,3.7106,201401004,35
16 years old,Female,Grade 10,Most of the time,NA,NA,4 or 5 times,Broken bone/dislocated joint,1 or 2 days,Always,Most of the time,NA,Yes,6 or more times,0,12 or 13 years old,6 to 9 days,3 to 5 days,Neither,16 or 17 years old,0 times,10 to 19 times,Always,Always,1,6 to 9 days,Rarely,0 times,3.7106,201401004,35
16 years old,Female,Grade 10,Rarely,NA,NA,2 or 3 times,Something else happened to me,1 or 2 days,Sometimes,NA,NA,Yes,1 time,NA,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Never,Never,1,10 or more days,Never,0 times,3.7106,201401004,35
15 years old,Male,Grade 10,Never,NA,NA,NA,NA,6 to 9 days,Rarely,NA,No,NA,1 time,1,8 or 9 years old,0 days,10 to 19 days,My mother or female guardian,10 or 11 years old,10 to 19 times,3 to 9 times,Most of the time,Never,4,3 to 5 days,Sometimes,6 or 7 times,4.6149,201401004,35
14 years old,Female,Grade 8,Never,NA,NA,1 time,Not seriously injured,0 days,Never,Never,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,Neither,NA,NA,NA,Most of the time,Sometimes,1,0 days,Most of the time,0 times,3.0025,201401004,36
14 years old,Male,Grade 8,Never,1.67,55,0 times,Not seriously injured,0 days,Most of the time,Sometimes,No,No,0 times,1,I have never smoked cigarettes,0 days,0 days,My father or male guardian,I have never used drugs,0 times,0 times,Rarely,Most of the time,4,0 days,Most of the time,0 times,3.5165,201401004,36
14 years old,Female,Grade 8,Never,1.51,42,1 time,I had a cut or stab wound,3 to 5 days,Rarely,Sometimes,NA,Yes,2 or 3 times,0,7 years old or younger,1 or 2 days,0 days,My father or male guardian,10 or 11 years old,3 to 9 times,0 times,Sometimes,Never,3,0 days,Most of the time,0 times,3.0025,201401004,36
14 years old,Female,Grade 8,Never,1.61,38,2 or 3 times,Something else happened to me,1 or 2 days,Never,Never,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,I do not know,I have never used drugs,0 times,0 times,Sometimes,Sometimes,3,0 days,Always,2 or 3 times,3.0025,201401004,36
14 years old,Male,Grade 8,Never,1.55,45,0 times,Not seriously injured,0 days,Never,Sometimes,No,No,0 times,1,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Sometimes,Sometimes,1,0 days,Sometimes,0 times,3.5165,201401004,36
14 years old,Male,Grade 8,Never,1.76,67,0 times,Not seriously injured,0 days,Never,Rarely,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,10 to 19 days,Neither,I have never used drugs,0 times,0 times,Never,Most of the time,1,0 days,Always,0 times,3.5165,201401004,36
13 years old,Male,Grade 8,Never,1.62,47,0 times,Not seriously injured,0 days,Rarely,Sometimes,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Rarely,Rarely,2,0 days,Always,2 or 3 times,3.5165,201401004,36
18 years old or older,Male,Grade 10,Rarely,1.65,52,10 or 11 times,Concussion/head injury,10 to 19 days,Never,Always,Yes,No,NA,NA,18 years old or older,All 30 days,20 to 29 days,Both,12 or 13 years old,3 to 9 times,20 or more times,Sometimes,Never,2,10 or more days,Rarely,8 or 9 times,5.5262,201401004,36
14 years old,Male,Grade 8,Never,1.73,68,2 or 3 times,Not seriously injured,0 days,Never,Never,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,I do not know,I have never used drugs,0 times,0 times,Sometimes,Sometimes,1,1 or 2 days,Always,0 times,3.5165,201401004,36
14 years old,Female,Grade 8,Sometimes,1.66,60,1 time,Something else happened to me,3 to 5 days,Most of the time,Sometimes,Yes,Yes,1 time,1,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Never,Sometimes,3,0 days,Sometimes,0 times,3.0025,201401004,36
14 years old,Male,Grade 8,Sometimes,1.67,42,1 time,Something else happened to me,1 or 2 days,Always,Most of the time,Yes,No,0 times,2,I have never smoked cigarettes,0 days,0 days,My father or male guardian,I have never used drugs,0 times,0 times,Never,Never,4,1 or 2 days,Most of the time,0 times,3.5165,201401004,36
14 years old,Male,Grade 8,Never,1.55,57,0 times,Not seriously injured,0 days,Never,Sometimes,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Never,Never,1,0 days,Never,0 times,3.5165,201401004,36
13 years old,Male,Grade 8,Never,1.69,46,4 or 5 times,Something else happened to me,0 days,Never,Never,No,No,0 times,0,I have never smoked cigarettes,0 days,0 days,Neither,NA,0 times,0 times,Sometimes,Sometimes,NA,3 to 5 days,Never,4 or 5 times,3.5165,201401004,36
14 years old,Female,Grade 8,Never,1.65,61,1 time,Something else happened to me,1 or 2 days,Sometimes,Sometimes,No,No,0 times,1,I have never smoked cigarettes,0 days,0 days,I do not know,I have never used drugs,0 times,0 times,Most of the time,Never,1,1 or 2 days,Rarely,0 times,3.0025,201401004,36
14 years old,Male,Grade 8,Rarely,1.5,54,0 times,Not seriously injured,0 days,Rarely,Never,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Never,Always,1,0 days,Never,0 times,3.9483,201401003,25
14 years old,Male,Grade 8,Rarely,1.55,41,1 time,NA,3 to 5 days,Rarely,Sometimes,Yes,NA,0 times,0,NA,NA,1 or 2 days,My father or male guardian,NA,0 times,0 times,Never,Rarely,2,0 days,Rarely,0 times,3.9483,201401003,25
13 years old,Male,Grade 8,Never,1.53,45,1 time,Broken bone/dislocated joint,0 days,Sometimes,Rarely,NA,Yes,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Rarely,Always,3,0 days,Always,1 time,3.9483,201401003,25
14 years old,Female,Grade 8,Never,1.5,71,0 times,Not seriously injured,0 days,Rarely,Never,NA,Yes,6 or more times,3 or more,I have never smoked cigarettes,NA,0 days,Neither,I have never used drugs,0 times,0 times,Always,Never,3,3 to 5 days,Always,0 times,3.3713,201401003,25
14 years old,Female,Grade 8,Always,1.69,47,0 times,Not seriously injured,NA,NA,NA,Yes,NA,0 times,0,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Sometimes,Sometimes,1,1 or 2 days,Always,0 times,3.3713,201401003,25
13 years old,Male,Grade 8,Never,NA,NA,1 time,Something else happened to me,0 days,Never,Never,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Most of the time,Most of the time,1,0 days,Most of the time,0 times,3.9483,201401003,25
14 years old,Male,Grade 8,Sometimes,1.62,70,NA,Not seriously injured,0 days,Rarely,Rarely,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,I do not know,I have never used drugs,0 times,0 times,Sometimes,Sometimes,4,0 days,Most of the time,0 times,3.9483,201401003,25
14 years old,Female,Grade 8,Rarely,1.58,68,1 time,Something else happened to me,3 to 5 days,Most of the time,Sometimes,Yes,Yes,1 time,0,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Never,Never,4,0 days,Rarely,0 times,3.3713,201401003,25
14 years old,Female,Grade 8,Sometimes,1.56,40,2 or 3 times,I had a cut or stab wound,0 days,Sometimes,Sometimes,Yes,Yes,1 time,3 or more,I have never smoked cigarettes,0 days,0 days,My father or male guardian,I have never used drugs,0 times,0 times,Never,Never,3,3 to 5 days,Rarely,0 times,3.3713,201401003,25
14 years old,Female,Grade 8,Most of the time,1.56,40,0 times,Not seriously injured,1 or 2 days,Sometimes,Sometimes,Yes,Yes,2 or 3 times,NA,7 years old or younger,NA,1 or 2 days,NA,NA,NA,1 or 2 times,Sometimes,Rarely,1,1 or 2 days,Never,0 times,3.3713,201401003,25
14 years old,Male,Grade 8,Sometimes,1.64,53,0 times,Not seriously injured,0 days,Sometimes,Rarely,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Sometimes,Most of the time,2,0 days,Most of the time,0 times,3.9483,201401003,25
