q1,q2,q3,q6,q4,q5,q17,q18,q20,q22,q23,q24,q25,q26,q27,q28,q29,q30,q33,q40,q41,q42,q56,q57,q58,q53,q54,q16,weight,stratum,psu
13 years old,Male,Grade 8,Never,NA,NA,0 times,Not seriously injured,0 days,Rarely,Never,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Most of the time,Always,4,0 days,Rarely,1 time,456.8527,201601015,30
13 years old,Male,Grade 8,Rarely,NA,NA,1 time,Broken bone/dislocated joint,6 to 9 days,Rarely,Rarely,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Most of the time,Always,3,0 days,Sometimes,0 times,456.8527,201601015,30
12 years old,Male,Grade 8,Rarely,NA,NA,1 time,Something else happened to me,0 days,Rarely,Never,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Always,Always,4,1 or 2 days,Always,0 times,456.8527,201601015,30
13 years old,Male,Grade 8,Rarely,NA,NA,0 times,Not seriously injured,0 days,Rarely,Never,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Always,Always,4,0 days,Sometimes,0 times,456.8527,201601015,30
13 years old,Male,Grade 8,Rarely,NA,NA,0 times,Not seriously injured,1 or 2 days,Rarely,Rarely,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,1 or 2 days,Neither,I have never used drugs,0 times,0 times,Never,Rarely,3,0 days,Rarely,4 or 5 times,456.8527,201601015,30
13 years old,Female,Grade 8,Never,NA,NA,NA,Not seriously injured,0 days,Never,Never,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,1 or 2 days,Neither,I have never used drugs,0 times,0 times,Always,Always,1,0 days,Always,0 times,494.8065,201601015,30
13 years old,Male,Grade 8,Never,1.37,36,2 or 3 times,I had a cut or stab wound,0 days,Never,Never,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,My father or male guardian,I have never used drugs,0 times,0 times,Never,Always,1,1 or 2 days,Always,4 or 5 times,456.8527,201601015,30
13 years old,Male,Grade 8,Never,NA,NA,NA,NA,NA,Never,Rarely,No,No,1 time,2,NA,All 30 days,All 30 days,I do not know,NA,0 times,NA,Never,Sometimes,1,0 days,Never,2 or 3 times,456.8527,201601015,30
13 years old,Female,Grade 8,Never,NA,NA,0 times,Not seriously injured,0 days,Never,Never,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Most of the time,Most of the time,4,1 or 2 days,Most of the time,0 times,494.8065,201601015,30
13 years old,Female,Grade 8,Never,NA,NA,0 times,Not seriously injured,1 or 2 days,Rarely,Never,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,My father or male guardian,I have never used drugs,0 times,0 times,Always,Always,3,0 days,Most of the time,0 times,494.8065,201601015,30
14 years old,Male,Grade 8,Rarely,NA,NA,0 times,Not seriously injured,1 or 2 days,Rarely,Never,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Rarely,Sometimes,3,0 days,Most of the time,0 times,431.1716,201601015,30
14 years old,Male,Grade 9,Rarely,NA,NA,0 times,Not seriously injured,1 or 2 days,Rarely,Never,No,No,0 times,2,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Sometimes,Sometimes,2,1 or 2 days,Sometimes,0 times,481.6272,201601015,30
14 years old,Male,Grade 9,Rarely,1.72,46,0 times,Not seriously injured,0 days,Rarely,Never,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Always,Most of the time,1,0 days,Sometimes,2 or 3 times,481.6272,201601015,30
13 years old,Male,Grade 9,Never,NA,NA,0 times,Not seriously injured,0 days,Never,Rarely,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Always,Most of the time,2,0 days,Always,1 time,481.6272,201601015,30
15 years old,Male,Grade 9,Never,NA,NA,NA,Not seriously injured,1 or 2 days,Rarely,Sometimes,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Never,Always,1,0 days,Most of the time,0 times,481.6272,201601015,30
14 years old,Male,Grade 9,Never,NA,NA,0 times,Not seriously injured,0 days,Sometimes,Never,Yes,No,0 times,1,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Always,Always,1,0 days,Most of the time,0 times,481.6272,201601015,30
14 years old,Female,Grade 9,Sometimes,1.51,42,0 times,Not seriously injured,0 days,Sometimes,Never,No,No,0 times,1,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Sometimes,Most of the time,2,0 days,Sometimes,0 times,322.2587,201601015,30
13 years old,Female,Grade 9,Never,NA,NA,0 times,Not seriously injured,0 days,Rarely,Never,No,No,0 times,1,I have never smoked cigarettes,0 days,0 days,I do not know,I have never used drugs,0 times,0 times,Most of the time,Always,4,0 days,Rarely,0 times,322.2587,201601015,30
14 years old,Female,Grade 9,Never,NA,NA,0 times,Not seriously injured,0 days,Rarely,Never,No,Yes,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Rarely,Rarely,1,1 or 2 days,Sometimes,0 times,322.2587,201601015,30
14 years old,Female,Grade 9,Never,NA,NA,0 times,Not seriously injured,0 days,Never,Rarely,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Never,Most of the time,1,0 days,Rarely,0 times,322.2587,201601015,30
14 years old,Female,Grade 9,Never,NA,NA,0 times,Not seriously injured,1 or 2 days,Never,Never,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,My father or male guardian,I have never used drugs,0 times,0 times,Always,Sometimes,3,0 days,Sometimes,0 times,322.2587,201601015,30
14 years old,Female,Grade 9,Never,NA,NA,0 times,Not seriously injured,0 days,Rarely,Never,No,No,0 times,2,I have never smoked cigarettes,0 days,0 days,My father or male guardian,I have never used drugs,0 times,0 times,Never,Most of the time,1,1 or 2 days,Most of the time,0 times,322.2587,201601015,30
14 years old,Female,Grade 9,Never,NA,NA,0 times,Not seriously injured,0 days,Rarely,Rarely,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Most of the time,Most of the time,1,1 or 2 days,Most of the time,0 times,322.2587,201601015,30
14 years old,Female,Grade 9,Never,NA,NA,1 time,Not seriously injured,0 days,Sometimes,Sometimes,No,No,0 times,1,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Most of the time,Most of the time,3,1 or 2 days,Rarely,0 times,322.2587,201601015,30
14 years old,Female,Grade 9,Never,NA,NA,0 times,Not seriously injured,0 days,Never,Never,No,No,0 times,1,I have never smoked cigarettes,0 days,0 days,I do not know,I have never used drugs,0 times,0 times,Sometimes,Most of the time,1,1 or 2 days,Sometimes,0 times,322.2587,201601015,30
13 years old,Female,Grade 9,Sometimes,NA,NA,0 times,Not seriously injured,0 days,Never,Never,No,No,0 times,2,NA,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Always,Always,1,0 days,Sometimes,0 times,322.2587,201601015,30
14 years old,Female,Grade 9,Never,NA,NA,0 times,Not seriously injured,0 days,Sometimes,Rarely,No,No,0 times,1,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Most of the time,Always,4,0 days,Most of the time,0 times,322.2587,201601015,30
14 years old,Female,Grade 9,Never,NA,NA,0 times,Not seriously injured,1 or 2 days,Never,Never,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Always,Never,1,1 or 2 days,Sometimes,0 times,322.2587,201601015,30
14 years old,Female,Grade 9,Never,NA,NA,0 times,Not seriously injured,0 days,Never,Never,No,No,0 times,2,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Most of the time,Always,3,0 days,Most of the time,0 times,322.2587,201601015,30
14 years old,Female,Grade 9,Never,NA,NA,0 times,Not seriously injured,0 days,Rarely,Never,No,No,0 times,1,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Most of the time,Sometimes,2,0 days,Most of the time,0 times,322.2587,201601015,30
14 years old,Male,Grade 9,Never,NA,NA,NA,NA,6 to 9 days,Never,Rarely,No,No,0 times,1,10 or 11 years old,10 to 19 days,0 days,Neither,I have never used drugs,0 times,0 times,Never,Rarely,2,0 days,Sometimes,2 or 3 times,481.6272,201601015,30
13 years old,Female,Grade 9,Never,NA,NA,0 times,Not seriously injured,3 to 5 days,Most of the time,Never,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Always,Most of the time,1,0 days,Sometimes,2 or 3 times,322.2587,201601015,30
14 years old,Female,Grade 9,Never,1.52,35,0 times,Not seriously injured,0 days,Rarely,Sometimes,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Most of the time,Most of the time,2,0 days,Most of the time,0 times,322.2587,201601015,30
14 years old,Female,Grade 9,Never,1.47,32,0 times,Not seriously injured,0 days,Never,Never,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Always,Always,1,0 days,Always,0 times,322.2587,201601015,30
14 years old,Male,Grade 9,Never,NA,NA,0 times,Not seriously injured,1 or 2 days,Rarely,Sometimes,No,No,0 times,2,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Most of the time,Most of the time,4,0 days,Most of the time,0 times,481.6272,201601015,30
14 years old,Female,Grade 9,Never,NA,NA,NA,NA,0 days,Never,Never,No,No,0 times,2,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Sometimes,Most of the time,2,1 or 2 days,Sometimes,0 times,322.2587,201601015,30
12 years old,Male,Grade 8,Sometimes,1.38,30,4 or 5 times,Something else happened to me,3 to 5 days,Sometimes,Sometimes,No,No,0 times,3 or more,NA,0 days,0 days,I do not know,I have never used drugs,0 times,0 times,Sometimes,Always,3,1 or 2 days,Sometimes,2 or 3 times,409.3069,201601015,29
13 years old,Male,Grade 8,Never,1.6,138,4 or 5 times,Not seriously injured,1 or 2 days,Rarely,Rarely,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Most of the time,Sometimes,3,0 days,Always,6 or 7 times,409.3069,201601015,29
13 years old,Male,Grade 8,Rarely,1.5,45,1 time,Broken bone/dislocated joint,1 or 2 days,Rarely,Rarely,No,No,0 times,2,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Sometimes,Sometimes,3,1 or 2 days,Sometimes,0 times,409.3069,201601015,29
13 years old,Male,Grade 8,Never,1.37,32,2 or 3 times,Not seriously injured,1 or 2 days,Sometimes,Most of the time,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Most of the time,Sometimes,1,1 or 2 days,Sometimes,0 times,409.3069,201601015,29
13 years old,Male,Grade 8,Never,NA,NA,1 time,Something else happened to me,All 30 days,Always,Sometimes,Yes,Yes,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Sometimes,Most of the time,1,1 or 2 days,Sometimes,0 times,409.3069,201601015,29
13 years old,Male,Grade 8,Sometimes,1.57,48,1 time,Something else happened to me,3 to 5 days,Sometimes,Never,No,No,0 times,2,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Rarely,Sometimes,1,1 or 2 days,Rarely,0 times,409.3069,201601015,29
13 years old,Male,Grade 8,Sometimes,NA,NA,0 times,Not seriously injured,6 to 9 days,Sometimes,Never,No,No,0 times,2,I have never smoked cigarettes,0 days,0 days,Neither,NA,0 times,NA,Sometimes,Never,1,1 or 2 days,Never,1 time,409.3069,201601015,29
12 years old,Male,Grade 8,Sometimes,NA,NA,4 or 5 times,I had a bad burn,1 or 2 days,Never,Sometimes,No,No,0 times,1,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Most of the time,Never,1,0 days,Sometimes,0 times,409.3069,201601015,29
13 years old,Male,Grade 8,Never,1.44,36,NA,NA,1 or 2 days,Sometimes,Never,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Rarely,Rarely,1,0 days,Always,4 or 5 times,409.3069,201601015,29
13 years old,Male,Grade 8,Never,NA,NA,2 or 3 times,Something else happened to me,1 or 2 days,Sometimes,Never,No,No,0 times,2,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Rarely,Rarely,2,0 days,Sometimes,1 time,409.3069,201601015,29
13 years old,Male,Grade 8,Never,NA,NA,0 times,Not seriously injured,1 or 2 days,Most of the time,Rarely,Yes,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Always,Sometimes,3,0 days,Never,2 or 3 times,409.3069,201601015,29
13 years old,Male,Grade 8,Rarely,1.65,58,1 time,Something else happened to me,3 to 5 days,Rarely,Never,No,No,0 times,1,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Most of the time,Sometimes,1,1 or 2 days,NA,2 or 3 times,409.3069,201601015,29
13 years old,Male,Grade 8,Sometimes,NA,NA,NA,Not seriously injured,0 days,Never,Never,No,No,0 times,1,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Sometimes,Always,2,0 days,Most of the time,0 times,409.3069,201601015,29
13 years old,Male,Grade 8,Sometimes,NA,NA,0 times,Not seriously injured,All 30 days,Rarely,Never,No,No,0 times,2,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Sometimes,Sometimes,1,0 days,Most of the time,2 or 3 times,409.3069,201601015,29
13 years old,Male,Grade 8,Always,NA,NA,12 or more times,Not seriously injured,3 to 5 days,Always,Most of the time,Yes,No,NA,3 or more,NA,6 to 9 days,20 to 29 days,Both,NA,10 to 19 times,0 times,Never,NA,5,1 or 2 days,Always,4 or 5 times,409.3069,201601015,29
13 years old,Male,Grade 8,Always,NA,NA,4 or 5 times,Not seriously injured,1 or 2 days,Most of the time,NA,NA,NA,0 times,2,NA,NA,0 days,Both,12 or 13 years old,3 to 9 times,0 times,Sometimes,Never,5,NA,Most of the time,1 time,409.3069,201601015,29
13 years old,Male,Grade 8,Never,1.29,28,2 or 3 times,Something else happened to me,NA,Always,Sometimes,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Sometimes,Most of the time,1,1 or 2 days,Most of the time,2 or 3 times,409.3069,201601015,29
15 years old,Male,Grade 10,Never,1.68,38,NA,NA,6 to 9 days,Never,Never,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,Neither,NA,NA,0 times,Never,Rarely,4,0 days,Rarely,12 or more times,454.5492,201601015,29
15 years old,Male,Grade 10,Sometimes,1.64,36,0 times,Not seriously injured,3 to 5 days,Sometimes,Rarely,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Most of the time,Rarely,1,6 to 9 days,Sometimes,0 times,454.5492,201601015,29
15 years old,Male,Grade 10,Sometimes,NA,NA,0 times,Not seriously injured,1 or 2 days,Rarely,Sometimes,Yes,No,0 times,2,14 or 15 years old,1 or 2 days,1 or 2 days,Neither,14 or 15 years old,0 times,0 times,Most of the time,Most of the time,1,0 days,Sometimes,2 or 3 times,454.5492,201601015,29
15 years old,Male,Grade 10,Never,1.57,42,0 times,Not seriously injured,0 days,Never,Never,No,No,0 times,2,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Always,Rarely,1,0 days,Sometimes,0 times,454.5492,201601015,29
15 years old,Male,Grade 10,Never,1.66,45,0 times,Not seriously injured,0 days,Never,Never,No,No,0 times,2,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Most of the time,Rarely,1,0 days,Sometimes,0 times,454.5492,201601015,29
14 years old,Male,Grade 10,Never,NA,NA,0 times,Not seriously injured,6 to 9 days,Sometimes,Sometimes,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Sometimes,Sometimes,3,0 days,Sometimes,1 time,454.5492,201601015,29
14 years old,Female,Grade 10,Never,NA,NA,0 times,Not seriously injured,0 days,Rarely,Sometimes,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Always,Never,1,0 days,Most of the time,0 times,295.779,201601015,29
15 years old,Female,Grade 10,Never,NA,NA,0 times,Not seriously injured,0 days,Never,Never,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Most of the time,Always,1,0 days,Most of the time,0 times,295.779,201601015,29
15 years old,Female,Grade 10,Never,NA,NA,0 times,Not seriously injured,0 days,Never,Never,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Most of the time,Always,1,0 days,Most of the time,0 times,295.779,201601015,29
15 years old,Female,Grade 10,Never,1.47,140,0 times,Not seriously injured,0 days,Sometimes,Never,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Always,Always,1,0 days,Most of the time,0 times,295.779,201601015,29
15 years old,Female,Grade 10,Never,NA,NA,0 times,Not seriously injured,0 days,Sometimes,Rarely,No,No,0 times,2,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Rarely,Rarely,1,1 or 2 days,Rarely,0 times,295.779,201601015,29
14 years old,Female,Grade 10,Never,NA,NA,4 or 5 times,Not seriously injured,1 or 2 days,Sometimes,Sometimes,No,No,0 times,2,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Most of the time,Never,1,0 days,Always,2 or 3 times,295.779,201601015,29
15 years old,Female,Grade 10,Never,1.64,38,0 times,Not seriously injured,0 days,Never,Never,No,Yes,2 or 3 times,3 or more,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Always,Always,1,0 days,Most of the time,0 times,295.779,201601015,29
15 years old,Female,Grade 10,Never,1.64,36,1 time,Something else happened to me,0 days,Sometimes,Rarely,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Most of the time,Sometimes,1,0 days,Sometimes,0 times,295.779,201601015,29
15 years old,Female,Grade 10,Never,NA,NA,0 times,Not seriously injured,0 days,Sometimes,Sometimes,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Always,Sometimes,1,0 days,Sometimes,0 times,295.779,201601015,29
15 years old,Female,Grade 10,Never,NA,NA,2 or 3 times,Not seriously injured,0 days,Never,Never,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Sometimes,Sometimes,1,0 days,Sometimes,1 time,295.779,201601015,29
15 years old,Female,Grade 10,Never,NA,NA,2 or 3 times,Something else happened to me,0 days,Sometimes,Sometimes,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Sometimes,Sometimes,1,0 days,Sometimes,1 time,295.779,201601015,29
15 years old,Male,Grade 10,Never,NA,NA,0 times,Not seriously injured,0 days,Never,Sometimes,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Sometimes,Always,5,0 days,Always,12 or more times,454.5492,201601015,29
15 years old,Male,Grade 10,Never,NA,NA,0 times,Not seriously injured,0 days,Rarely,Rarely,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Sometimes,Always,5,0 days,Rarely,12 or more times,454.5492,201601015,29
15 years old,Male,Grade 10,Sometimes,NA,NA,0 times,Not seriously injured,1 or 2 days,Never,Never,No,No,0 times,2,I have never smoked cigarettes,0 days,0 days,Neither,8 or 9 years old,1 or 2 times,20 or more times,Rarely,Never,2,1 or 2 days,Never,0 times,454.5492,201601015,29
15 years old,Male,Grade 10,Sometimes,NA,NA,1 time,Something else happened to me,6 to 9 days,Sometimes,Sometimes,No,No,0 times,2,NA,0 days,0 days,I do not know,8 or 9 years old,3 to 9 times,3 to 9 times,Rarely,Rarely,3,1 or 2 days,Sometimes,0 times,454.5492,201601015,29
14 years old,Male,Grade 10,Never,NA,NA,2 or 3 times,Not seriously injured,1 or 2 days,Rarely,Never,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Always,Always,1,0 days,Most of the time,1 time,454.5492,201601015,29
15 years old,Male,Grade 10,Sometimes,NA,NA,2 or 3 times,Something else happened to me,6 to 9 days,Sometimes,Sometimes,No,No,0 times,2,NA,0 days,0 days,My mother or female guardian,NA,0 times,NA,Never,Rarely,3,0 days,Never,8 or 9 times,454.5492,201601015,29
15 years old,Male,Grade 10,Never,NA,NA,2 or 3 times,Broken bone/dislocated joint,All 30 days,Never,Sometimes,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,My father or male guardian,I have never used drugs,0 times,0 times,Sometimes,Never,1,1 or 2 days,Always,0 times,454.5492,201601015,29
15 years old,Male,Grade 10,Never,1.62,52,NA,Not seriously injured,1 or 2 days,Sometimes,Rarely,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,Neither,7 years old or younger,0 times,0 times,Most of the time,Sometimes,3,0 days,Sometimes,2 or 3 times,454.5492,201601015,29
15 years old,Male,Grade 10,Never,1.52,40,1 time,Not seriously injured,1 or 2 days,Never,Rarely,No,No,0 times,3 or more,NA,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Most of the time,Always,5,10 or more days,Most of the time,0 times,454.5492,201601015,29
15 years old,Male,Grade 10,Never,1.66,43,NA,NA,6 to 9 days,Never,Never,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,Neither,NA,NA,0 times,Never,Rarely,4,0 days,Rarely,12 or more times,454.5492,201601015,29
14 years old,Male,Grade 9,Sometimes,NA,NA,1 time,Broken bone/dislocated joint,1 or 2 days,Sometimes,Rarely,No,No,0 times,2,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Most of the time,Sometimes,1,1 or 2 days,Sometimes,1 time,514.052,201601015,29
14 years old,Male,Grade 9,Never,NA,NA,0 times,Not seriously injured,0 days,Never,Never,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Never,Sometimes,1,0 days,Rarely,2 or 3 times,514.052,201601015,29
13 years old,Male,Grade 9,Sometimes,NA,NA,NA,Not seriously injured,0 days,Sometimes,Never,No,No,1 time,3 or more,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Never,Sometimes,1,0 days,Sometimes,0 times,514.052,201601015,29
14 years old,Male,Grade 9,Never,NA,NA,NA,NA,3 to 5 days,Never,Never,Yes,Yes,4 or 5 times,3 or more,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Most of the time,Sometimes,2,0 days,Always,0 times,514.052,201601015,29
14 years old,Male,Grade 9,Never,NA,NA,NA,NA,0 days,Never,Never,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Always,Always,3,1 or 2 days,Most of the time,1 time,514.052,201601015,29
14 years old,Male,Grade 9,Sometimes,NA,NA,2 or 3 times,Broken bone/dislocated joint,NA,Sometimes,Sometimes,No,No,0 times,1,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Always,Most of the time,1,0 days,Most of the time,0 times,514.052,201601015,29
14 years old,Female,Grade 9,Never,NA,NA,1 time,Something else happened to me,0 days,Never,Never,No,No,0 times,2,7 years old or younger,0 days,0 days,My father or male guardian,14 or 15 years old,3 to 9 times,10 to 19 times,Never,Rarely,1,3 to 5 days,Never,6 or 7 times,343.9543,201601015,29
14 years old,Male,Grade 9,Sometimes,NA,NA,NA,NA,10 to 19 days,Sometimes,Most of the time,No,No,0 times,2,I have never smoked cigarettes,0 days,0 days,Neither,7 years old or younger,0 times,0 times,Rarely,Never,1,0 days,Rarely,0 times,514.052,201601015,29
14 years old,Male,Grade 9,Never,1.8,50,NA,NA,0 days,Most of the time,Never,No,No,0 times,2,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Always,Most of the time,1,0 days,Sometimes,0 times,514.052,201601015,29
14 years old,Male,Grade 9,Never,NA,NA,0 times,Not seriously injured,NA,Most of the time,Sometimes,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Most of the time,Most of the time,1,0 days,Most of the time,2 or 3 times,514.052,201601015,29
14 years old,Male,Grade 9,Never,1.61,45,0 times,Not seriously injured,0 days,Never,Sometimes,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Sometimes,Always,1,0 days,Always,0 times,514.052,201601015,29
14 years old,Male,Grade 9,Never,NA,NA,2 or 3 times,I had a cut or stab wound,0 days,Never,Never,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Most of the time,Always,4,0 days,Always,2 or 3 times,514.052,201601015,29
14 years old,Male,Grade 9,Never,NA,NA,2 or 3 times,I had a cut or stab wound,0 days,Never,Never,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Most of the time,Always,4,0 days,Always,2 or 3 times,514.052,201601015,29
14 years old,Male,Grade 9,Never,NA,NA,1 time,Something else happened to me,0 days,Never,Never,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Always,Most of the time,1,0 days,Sometimes,6 or 7 times,514.052,201601015,29
14 years old,Male,Grade 9,Sometimes,NA,NA,NA,NA,0 days,Rarely,Never,No,No,0 times,1,I have never smoked cigarettes,0 days,0 days,I do not know,I have never used drugs,0 times,0 times,Rarely,Rarely,2,0 days,Sometimes,2 or 3 times,514.052,201601015,29
14 years old,Male,Grade 9,Never,NA,NA,2 or 3 times,I had a cut or stab wound,0 days,Sometimes,Sometimes,No,No,0 times,3 or more,NA,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Always,Always,5,0 days,Most of the time,0 times,514.052,201601015,29
14 years old,Male,Grade 9,Never,NA,NA,0 times,Not seriously injured,6 to 9 days,Never,Never,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Always,Always,5,0 days,Always,2 or 3 times,514.052,201601015,29
14 years old,Male,Grade 9,Sometimes,NA,NA,2 or 3 times,Something else happened to me,10 to 19 days,Sometimes,Never,Yes,No,0 times,3 or more,I have never smoked cigarettes,0 days,1 or 2 days,Neither,I have never used drugs,0 times,0 times,Most of the time,Rarely,NA,6 to 9 days,Sometimes,12 or more times,514.052,201601015,29
14 years old,Male,Grade 9,Sometimes,1.32,35,4 or 5 times,I had a cut or stab wound,3 to 5 days,Sometimes,Sometimes,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Never,Rarely,1,1 or 2 days,Never,2 or 3 times,514.052,201601015,29
